Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Alphonse Aréola-West Ham;Jean-Clair Todibo-West Ham;Max Kilman-West Ham;Aaron Cresswell-West Ham;Aaron Wan-Bissaka-West Ham;Tomáš Souček-West Ham;Lucas Paquetá-West Ham;Emerson Palmieri-West Ham;Jarrod Bowen-West Ham;Mohammed Kudus-West Ham;Niclas Füllkrug-West Ham;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Konstantinos Mavropanos-West Ham;James Ward-Prowse-West Ham;Vladimír Coufal-West Ham;Carlos Soler-West Ham;Oliver Scarles-West Ham;Edson Álvarez-West Ham;Luis Guilherme-West Ham;Evan Ferguson-West Ham;Andy Irving-West Ham;Łukasz Fabiański-West Ham;Guido Rodríguez-West Ham;Crysencio Summerville-West Ham;Danny Ings-West Ham;Michail Antonio-West Ham;Freddie Potts-West Ham;Kurt Zouma-West Ham;Angelo Ogbonna-West Ham;Nayef Aguerd-West Ham;Kalvin Phillips-West Ham;Ben Johnson-West Ham;Maxwel Cornet-West Ham;Pablo Fornals-West Ham;Saïd Benrahma-West Ham;Divin Mubama-West Ham;Thilo Kehrer-West Ham;Levi Laing-West Ham;Flynn Downes-West Ham;Declan Rice-West Ham;Manuel Lanzini-West Ham;Gianluca Scamacca-West Ham
2025-02-22;West Ham;3;4;0;61;9;Arsenal;3;2;5;20;2;2;0.32;0.68;309;0.77;15;16;3;1;0;1;0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;2;0.034;0.2;238;0.0630252100840336;743.75;0.0;0.0;-15;-0.36;-2;1;-1;0.0161812297734627;0.2;0.32;0.0;1;0;1;1;0;0;1;0;0.2;0.5;0.0032362459546925;5.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-15;West Ham;3;3;3;61;57;Brentford;1;1;13;14;3;5;0.59;0.41;501;0.85;10;13;1;1;0;0;9;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2;0.0292857142857142;0.1;426;0.0234741784037558;722.0338983050848;0.6923076923076923;15.254237288135592;-1;0.18;7;0;-3;0.0259481037924151;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-03;West Ham;3;17;3;61;53;Chelsea;1;3;14;22;5;3;0.32;0.68;280;0.73;10;11;1;3;0;0;3;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;4;0.0309090909090909;0.1;204;0.0490196078431372;637.5;0.2142857142857142;9.375;-8;-0.36;-1;-2;-1;0.05;0.0714285714285714;0.32;3.0;1;0;1;0;0;1;1;0;0.0714285714285714;0.2;0.0035714285714285;14.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-26;West Ham;3;17;3;61;1;Aston Villa;3;2;14;14;4;4;0.55;0.45;443;0.84;16;13;3;2;0;0;3;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;4;0.0321428571428571;0.1875;372;0.043010752688172;676.3636363636363;0.2142857142857142;5.454545454545454;0;0.1;-1;1;3;0.0316027088036117;0.0714285714285714;0.55;3.0;0;1;1;0;1;0;1;0;0.0714285714285714;0.25;0.0022573363431151;14.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-18;West Ham;3;17;17;61;65;Crystal Palace;2;0;7;12;0;7;0.54;0.46;547;0.82;13;10;1;0;1;0;2;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;4;0.0383333333333333;0.1538461538461538;449;0.0289532293986636;831.4814814814814;0.2857142857142857;3.7037037037037033;-5;0.08;-2;2;3;0.0127970749542961;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-14;West Ham;3;3;3;61;58;Fulham;3;3;4;21;3;5;0.43;0.57;423;0.82;9;18;3;3;0;0;0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;3;0.0271428571428571;0.3333333333333333;347;0.0259365994236311;806.9767441860465;0.0;0.0;-17;-0.1399999999999999;-3;0;-9;0.0094562647754137;0.75;0.1433333333333333;0.0;2;1;3;1;0;0;0;1;0.75;1.0;0.0070921985815602;1.3333333333333333;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-10;West Ham;15;3;3;61;1;Aston Villa;1;1;11;16;2;5;0.4;0.6;326;0.82;6;14;1;1;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;9;0.0375;0.1666666666666666;267;0.0224719101123595;667.5;0.3636363636363636;10.0;-5;-0.1999999999999999;-5;0;-8;0.0337423312883435;0.0909090909090909;0.4;4.0;1;0;1;0;0;1;1;0;0.0909090909090909;0.5;0.0030674846625766;11.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-04;West Ham;3;3;7;61;3;Manchester City;1;2;17;10;4;7;0.44;0.56;433;0.85;13;8;1;2;0;0;1;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;0.056;0.0769230769230769;368;0.0353260869565217;836.3636363636364;0.0588235294117647;2.272727272727273;7;-0.12;-6;-1;5;0.0392609699769053;0.0588235294117647;0.44;1.0;0;1;1;0;0;1;1;0;0.0588235294117647;0.25;0.0023094688221709;17.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-29;West Ham;3;3;3;61;2;Liverpool;0;0;7;22;0;13;0.45;0.55;466;0.85;7;10;0;0;0;0;2;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;6;0.025;0.0;396;0.0176767676767676;880.0;0.2857142857142857;4.444444444444445;-15;-0.1;-4;0;-3;0.0150214592274678;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-26;West Ham;3;7;29;61;68;Southampton;2;1;16;18;2;5;0.45;0.55;409;0.79;8;15;2;1;0;0;2;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2;0.0305555555555555;0.25;323;0.0247678018575851;717.7777777777777;0.125;4.444444444444445;-2;-0.1;0;1;-7;0.0391198044009779;0.0625;0.45;2.0;0;1;1;1;0;0;1;0;0.0625;0.5;0.0024449877750611;16.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
